Account Name,VM UUID,VM Name,VM Type,Power State,CPUs,Storage Capacity,Memory,Reserved Memory,Is CVM,Last Reported,Theater,Region,Sub Region,Cluster UUID,Cluster Name,Node UUID,Node Serial Number,Hypervisor Type,Guest OS
"Petronas Energy Canada Ltd",9d3d4ef5-2237-45c1-861c-ac24fa6e19ef,"CALNPS01","kGuestVM","on",2,100 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",70a2c390-2e47-4bb4-8ca5-07c0b2992a12,"CALNPS02","kGuestVM","on",2,100 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",7591d7e8-8c09-4f39-aad9-9e8da29d7368,"HM229S022378","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",aaa7f098-6dc5-4b4b-a1de-2699b73c92db,"CALNPS03","kGuestVM","on",2,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",10fd8164-af27-4f40-b7d2-f836e07efc32,"CALNPS04","kGuestVM","on",2,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",0bc68aa1-6b2f-4f20-b36f-c437e9c09a6a,"HM23AS001367","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",a4cd3479-e7d7-4974-b271-8304c85cd973,"CALNTXFDN02","kGuestVM","off",4,100 GiB,4 GiB,0.00 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",-,"-","-","Not Found"
"Petronas Energy Canada Ltd",7e798b80-27a1-48c9-b7e2-d7a5e1a22cac,"CALOPTIX02","kGuestVM","on",4,740 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",1ad0e79a-e70c-474e-8ebc-1bc6a743567c,"CALORA03","kGuestVM","on",4,1700 GiB,64 GiB,64 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",0005b25a-c5ae-bdb0-3c5d-3cecef180a5e,"CG1NTX02",37492d61-6717-4a03-9010-e532c0d51857,"WM255S003194","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",d7c615d9-5393-46fa-a07e-a67e5d66b67a,"CALORA04","kGuestVM","on",2,1160 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",0005b25a-c5ae-bdb0-3c5d-3cecef180a5e,"CG1NTX02",85252d90-049c-4973-8783-226284867cb5,"WM255S003558","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",48e8777b-9c49-4ee3-9a2d-b8c4310bb5c9,"CALORA05","kGuestVM","on",4,390 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",0005b25a-c5ae-bdb0-3c5d-3cecef180a5e,"CG1NTX02",85252d90-049c-4973-8783-226284867cb5,"WM255S003558","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",d1e4f4cc-9c26-4613-a2ae-afd716d01cf6,"CALORA06","kGuestVM","on",2,365 GiB,24 GiB,24 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",0005b25a-c5ae-bdb0-3c5d-3cecef180a5e,"CG1NTX02",7a4246cc-97c3-4fb2-b436-68eff3e552ff,"WM255S003498","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",7be07a1e-5a24-4fe2-af14-27ee47a1c012,"CALORA07","kGuestVM","on",6,705 GiB,64 GiB,64 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",0005b25a-c5ae-bdb0-3c5d-3cecef180a5e,"CG1NTX02",7a4246cc-97c3-4fb2-b436-68eff3e552ff,"WM255S003498","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",7dd839b5-5dee-412f-a5b3-137d525268d9,"CALORA08","kGuestVM","on",6,1280 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",0005b25a-c5ae-bdb0-3c5d-3cecef180a5e,"CG1NTX02",a300427f-565e-45cd-85f6-41c3113b72f8,"WM255S003100","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",cbb78e6d-745f-4094-b454-0b883f31b234,"CALOTMGMT01","kGuestVM","on",8,225 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",b6cc98e8-6092-454f-bcc5-597a751e3443,"CALPADSBFS01","kGuestVM","on",4,34180 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",a64d0556-a806-41d3-80f2-b266340061c7,"CALPAN01","kGuestVM","on",16,6225 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","Not Found"
"Petronas Energy Canada Ltd",fc2e87ab-9fab-4194-86fb-2a9977e0f116,"CALPBIGW01","kGuestVM","on",8,250 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",7e0573aa-c860-4fbf-a441-0d7773fec55c,"CALPFS01","kGuestVM","on",2,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",121f012c-01f3-4bb3-9a23-3f7aae1f9611,"CALPIDEV01","kGuestVM","on",4,440 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",daba5fb0-e363-42f0-bebe-68b5d94b1051,"CALPIDEV02","kGuestVM","on",4,200 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",99bbfa78-c7de-42ce-b312-24a85ea8060c,"CALPIDEV05","kGuestVM","on",4,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",07aaee6f-8bd4-45f7-89b3-b530ff24234d,"CALPIDEV06","kGuestVM","on",4,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",6c921b59-39ab-48f9-8f1b-b54821a7038e,"CALPIDEV07","kGuestVM","on",4,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",ea7f07c8-fec7-4a79-bba0-c88768b973fc,"CALPIDEV08","kGuestVM","on",4,180 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",07089101-6167-4b7f-90bb-1f54001a4266,"CALPIINTBA01","kGuestVM","on",4,95 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",27991521-c2c8-4b09-9cf8-95acdfe5187e,"HM236S002581","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",90586529-b07a-42aa-8eb7-7111911b637e,"CALPIPROD05","kGuestVM","on",6,2680 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",107f2e40-5037-4833-83b1-1e2b718cfc74,"CALPIPROD06","kGuestVM","on",4,180 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",f3af9d8e-bfef-47ee-ae48-7ece33f2ff47,"CALPIPROD07","kGuestVM","on",6,199 GiB,24 GiB,24 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",5338b355-bc2e-404f-8b7b-5995ec69af13,"CALPIPROD08","kGuestVM","on",8,280 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",108f8d22-64a1-44fd-851f-297252fafdbb,"CALPIPROTEAN01","kGuestVM","on",8,300 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",b608ba77-a6fc-4074-b690-7c2bf65eb5b2,"CALPIRDBMS02","kGuestVM","on",4,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",c38f0f44-317b-4c07-b435-865752ca0855,"CALPIRDBMSDEV01","kGuestVM","on",2,180 GiB,4 GiB,4 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",b8f50bf5-5416-4105-a6e7-c8a6da087e24,"CALPIRDBMSDEV02","kGuestVM","on",4,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",b36008c2-a2b7-44e4-a51c-d727a23086b5,"CALPISQL01","kGuestVM","on",16,800 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",90db4c62-9c88-4944-9b13-c0591b247ec8,"CALPISQL02","kGuestVM","on",4,1079 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",51309302-7d9b-4618-ba74-0e1afd8e8cf4,"CALPISQLDEV01","kGuestVM","on",4,580 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",bcf967b9-0728-4b47-88ab-2ef6decb282a,"CALPRINT02","kGuestVM","on",2,120 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",dca0dced-5574-4e8c-b03b-196626f5a594,"CALPRINTWJA01","kGuestVM","on",4,100 GiB,6 GiB,6 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",c30798b8-1840-4fea-850f-73c00773df10,"HM23AS001356","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",3232b0bc-90f8-461a-b749-750f0355180e,"CALPRISM01","kPCVM","on",14,10561 GiB,60 GiB,60 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","Not Found"
"Petronas Energy Canada Ltd",392781cc-c499-4ca3-adfb-dfa1119e22b1,"CALPRISM02","kPCVM","on",14,10586 GiB,58 GiB,58 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",96af6677-a7d6-48ae-8c97-838a15aac0c3,"HM23AS001386","AHV","Not Found"
"Petronas Energy Canada Ltd",1a5a57ab-bde0-45d6-ba06-2324d45814d1,"CALPROMDEV01","kGuestVM","on",4,230 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",4afc3ec0-1201-4f1f-97bd-14df34c35c49,"CALPROMPROD01","kGuestVM","on",4,230 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",68eca847-8e4d-4161-bcd4-aa2ae777cdd5,"CALPROMTST01","kGuestVM","on",4,230 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",788f060b-5a37-4705-a1a6-65a9aede0747,"CALPVMNTX011","kGuestVM","on",8,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","Not Found"
"Petronas Energy Canada Ltd",9f2ce37d-493e-408d-b7fe-ade7fee83516,"CALPVT0261","kGuestVM","off",2,100 GiB,8 GiB,0.00 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",-,"-","-","Not Found"
"Petronas Energy Canada Ltd",7ef3ef00-0ba0-4119-9155-1cf512dfb768,"CALPVWIN10BP01","kGuestVM","on",4,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","Not Found"
"Petronas Energy Canada Ltd",62816188-ae13-4150-9ec7-7deb8357f173,"CALQS02","kGuestVM","on",2,56 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","Not Found"
"Petronas Energy Canada Ltd",9ea1fcdb-e308-433e-ac9c-22e43b6d7ddf,"CALRMP01","kGuestVM","off",2,180 GiB,8 GiB,0.00 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",-,"-","-","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",987908db-d049-477f-afb7-bfcb49021573,"CALSCADADEV01","kGuestVM","on",8,260 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",6b55bd18-85bc-4c81-b70c-02ad51f600aa,"CALSCJ01","kGuestVM","on",2,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2019Datacenter"
"Petronas Energy Canada Ltd",d1eb16a2-0fda-42d4-ad4a-cbce2e316f2a,"CALSEEQAGENT01","kGuestVM","on",2,90 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",27991521-c2c8-4b09-9cf8-95acdfe5187e,"HM236S002581","AHV","Not Found"
"Petronas Energy Canada Ltd",217c5109-a450-40b6-b0bd-266b527f736f,"CALSEEQAGENT02","kGuestVM","on",2,80 GiB,8 GiB,8 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",0313a04a-c2a3-49d7-830d-f0ba351829dc,"CALSEP01","kGuestVM","on",1,99 GiB,4 GiB,4 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","windows:64:WindowsServer2012R2Datacenter"
"Petronas Energy Canada Ltd",8f32a601-962e-49bd-822f-0945ed0e44cd,"CALSEP02","kGuestVM","on",1,80 GiB,4 GiB,4 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c1d-becb-2afa-265f-ac1f6b3586c9,"CG2NTX01",f9b50bd2-801d-4f5b-9b05-11e605168cf7,"HM23AS001337","AHV","windows:64:WindowsServer2012R2Datacenter"
"Petronas Energy Canada Ltd",5ccdb487-1eb7-4886-93e6-55a86d1477bb,"CALSFADSPRD01","kGuestVM","on",8,95 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",626f2358-c582-4bf3-8c87-8c16ef6efcb3,"HM23AS001372","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",79d262fb-fc88-4603-ba47-2f24f1c4bc71,"CALSFADSPRD02","kGuestVM","on",8,100 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","Not Found"
"Petronas Energy Canada Ltd",084c6309-e586-4220-aa61-860deb431a8f,"CALSFADSTST01","kGuestVM","on",8,95 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",3f154c46-a9c1-4643-aa6a-502d9334b397,"CALSFADSTST02","kGuestVM","on",8,100 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",5943e914-31d0-407f-8669-ce76a1106ff6,"HM236S007306","AHV","Not Found"
"Petronas Energy Canada Ltd",b5859125-8190-4848-bce5-33d5dd2976ea,"CALSFNMPRD01","kGuestVM","on",8,150 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",27991521-c2c8-4b09-9cf8-95acdfe5187e,"HM236S002581","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",e3343237-3c7b-404d-98f1-17aa74e11900,"CALSFNMPRD02","kGuestVM","on",8,100 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",27991521-c2c8-4b09-9cf8-95acdfe5187e,"HM236S002581","AHV","Not Found"
"Petronas Energy Canada Ltd",f92b84eb-db81-482a-9d7b-7e947dd19916,"CALSFPRD01","kGuestVM","on",4,120 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",bf0913ca-6ab5-4b46-a86d-0cd8af510c83,"HM23AS001353","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",66a26247-0b33-4087-bb6e-2acc0ea78f3d,"CALSFPRD02","kGuestVM","on",4,120 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","Not Found"
"Petronas Energy Canada Ltd",f2748ead-7ed1-42d4-b769-021848c986a7,"CALSFTST01","kGuestVM","on",8,150 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",4b598316-5a42-4cf6-b25b-ba94696fb131,"HM23AS001453","AHV","windows:64:WindowsServer2016Datacenter"
"Petronas Energy Canada Ltd",7b8f9442-10d2-4bb0-914b-0afa1d56f49d,"CALSFTST02","kGuestVM","on",8,140 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",77358912-ebc3-4b95-b9cc-7f80069388a5,"HM236S002456","AHV","Not Found"
"Petronas Energy Canada Ltd",5f4c7684-5479-4a88-6d6d-90c126174f5b,"CALSIGNALX01","kGuestVM","on",8,350 GiB,32 GiB,32 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
"Petronas Energy Canada Ltd",e41d0659-9b16-4a36-b5e6-45a3596d2592,"CALSIGNALX02","kGuestVM","on",4,220 GiB,16 GiB,16 GiB,false,2025-10-23,"Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West",00059c0d-e562-6375-7211-ac1f6b356611,"CG1NTX01",25740bea-108b-4f8a-8ac4-b504519e3f61,"HM249S000862","AHV","windows:64:WindowsServer2022Datacenter"
