Account Name,Serial Number,Node Serial Number,Cluster Name,Cluster UUID,Account Executive,Account Executive Email,Asset Model,Asset Age,Model Family,Asset Status,Node Count (Operational),Node Count (Assets),AOS Version,Node License Mode,Hypervisor Type,Hypervisor Version,Install Location,Ship Date,Last Pulse Date,SSD Capacity (In TiB),SSD Capacity (In TB),HDD Capacity (In TiB),HDD Capacity (In TB),CPU Core Count,Contract Coverage,Contract Status,Contract Start Date,Contract End Date,Break Fix Contact Phone,Break Fix Contact Email,Asset EOL,Asset EOM,Order Type,Region,Sub Region,Incumbent Reseller,Incumbent Distributor,Cluster Tag,Sales Order,Asset Tag (Internal),Install Country,Install Zip,Install Base Address,Prior Contract End Date
"WhiteCap Resources",17FM6G460108,"-","WC-WEYNTNX01",00055fc8-1df2-ef0f-2a66-ac1f6b1caee4,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1365S-G5,7,"NX-1000","Shipped",-,3,"6.5.3.7",NX,"AHV","Nutanix 20220304.423","Weyburn",2017-12-01,2024-03-05 00:00,2.62 TiB,2.88 TB,52.78 TiB,48 TB,36,"Production: 24x7 service; NBD parts",EXPIRED,2017-12-01,2023-10-31,"+1 4038172197","ryan.kuffler@wcap.ca",Oct 2023,Apr 2022,"Revenue","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-036409","-","CANADA (CA)","-","F79R+PCQ, Weyburn, Saskatchewan, CANADA (CA)","-"
"WhiteCap Resources",23SW000292535,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",HS-NDL-PR,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-05-30,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2023-05-30,2023-12-29,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-158843","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",23SW000303033,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-ROBO-1VM-PRO-PRD,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-08-08,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-08-08,2026-08-07,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-162951","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",23SW000303614,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-ROBO-1VM-PRO-PRD,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-08-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-08-09,2026-08-08,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-162958","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",23SW000303615,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-ROBO-1VM-PRO-PRD,2,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-08-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-08-09,2026-08-08,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-162959","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",23SW000314849,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-11-01,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-11-01,2026-10-31,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-170037","-","CANADA (CA)","T2P1G1","3800 525 - 8TH AVE SW, Calgary, AB, CANADA (CA), T2P1G1","-"
"WhiteCap Resources",23SW000314850,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2023-11-01,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-11-01,2026-10-31,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-170037","-","CANADA (CA)","T2P1G1","3800 525 - 8TH AVE SW, Calgary, AB, CANADA (CA), T2P1G1","-"
"WhiteCap Resources",23SW000322706,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,1,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2023-12-08,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",No Support Contract,2023-12-08,2026-12-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-171961","-","CANADA (CA)","T2C 3C2","7007 54 ST UNIT 204 BUILDING D, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",23SW000322707,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2023-12-08,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2023-12-08,2026-12-07,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-171961","-","CANADA (CA)","T2C 3C2","7007 54 ST UNIT 204 BUILDING D, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SH5G120059,"WM22BS018831","WC-SUF-NXA",0006181b-b393-4a68-2042-3cecefdb3842,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1120S-G7-CM,1,"NX-1120S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2024-04-16,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,8,"Production: 24x7 service; NBD parts",Under Support,2024-04-16,2027-04-15,"+1 4038172181","awolde@wcap.ca",Jun 2028,Jun 2027,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-181680","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SH5G120062,"WM22BS018962","WC-BUT-NXA",000619c2-e438-a495-7e41-3cecefdb38c5,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1120S-G7-CM,1,"NX-1120S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2024-04-16,2025-10-23 00:00,3.49 TiB,3.84 TB,0.00 TiB,0 TB,8,"Production: 24x7 service; NBD parts",Under Support,2024-04-16,2027-04-15,"+1 4038172181","awolde@wcap.ca",Jun 2028,Jun 2027,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-181680","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SH5T110081,"WM241S008200","WC-FOS-NXA",000619ff-ccac-366c-26f0-7cc255e24fc9,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,1,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2024-04-16,2025-10-23 00:00,6.98 TiB,7.68 TB,-,-,8,"Production: 24x7 service; NBD parts",Under Support,2024-04-16,2027-04-15,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-181680","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SH5T130072,"WM241S008054","WC-DUV-NXA",00061a29-6e0f-ec03-7d55-7cc255e24fe7,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,1,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2024-04-16,2025-10-23 00:00,6.98 TiB,7.68 TB,-,-,8,"Production: 24x7 service; NBD parts",Under Support,2024-04-16,2027-04-15,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-181680","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SH5T130073,"WM241S008096","WC-FOS-NXA",000619ff-ccac-366c-26f0-7cc255e24fc9,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,1,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2024-04-16,2025-10-23 00:00,6.98 TiB,7.68 TB,-,-,8,"Production: 24x7 service; NBD parts",Under Support,2024-04-16,2027-04-15,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-181680","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SH5T130075,"WM241S008024","WC-FOS-NXA",000619ff-ccac-366c-26f0-7cc255e24fc9,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,1,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2024-04-16,2025-10-23 00:00,6.98 TiB,7.68 TB,-,-,8,"Production: 24x7 service; NBD parts",Under Support,2024-04-16,2027-04-15,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-181680","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SH5T130247,"WM241S004139","WC-EST-NXA",00061972-1b06-3393-1190-7cc255e1e208,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,1,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2024-04-12,2025-10-23 00:00,6.98 TiB,7.68 TB,-,-,8,"Production: 24x7 service; NBD parts",Under Support,2024-04-12,2027-04-11,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-181433","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SH5T130252,"WM241S008194","WC-KER-NXA",000619ac-5b08-796a-65ea-7cc255e25073,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,1,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2024-04-12,2025-10-23 00:00,6.98 TiB,7.68 TB,-,-,8,"Production: 24x7 service; NBD parts",Under Support,2024-04-12,2027-04-11,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-181433","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SH5T130264,"WM241S008196","WC-OLDS-NXA",00061a02-c6d8-af73-118f-7cc255e25075,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,1,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Calgary",2024-04-12,2025-10-23 00:00,6.98 TiB,7.68 TB,-,-,8,"Production: 24x7 service; NBD parts",Under Support,2024-04-12,2027-04-11,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Long View Systems - Canada","Ingram Micro Canada","-","SO-181433","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SH5T320510,"WM247S002139","WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,"Scott Sefcik","scott.sefcik@nutanix.com",NX-1175S-G9-CM,1,"NX-1175S","Shipped",1,1,"6.10.1",NX-SWO,"AHV","20230302","Weyburn",2024-09-03,2025-10-23 00:00,6.98 TiB,7.68 TB,17.59 TiB,16 TB,12,"Production: 24x7 service; NBD parts",Under Support,2024-09-03,2027-09-02,"+1 4038172181","awolde@wcap.ca",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-191731","-","CANADA (CA)","S4H 3N7","803 RAILWAY AVE, Weyburn, SK, CANADA (CA), S4H 3N7","-"
"WhiteCap Resources",24SW000335802,"-","WC-CGY-NXB",0005bc41-a88b-e6a0-6a7b-9440c9b3e5dc,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-02-29,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-02-29,2026-02-27,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-179188","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-02-27"
"WhiteCap Resources",24SW000335802,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX-SWO,"Not Found","-","Calgary",2024-02-29,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-02-29,2026-02-27,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-179188","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-02-27"
"WhiteCap Resources",24SW000335802,"-","WC-CGY-NXF",00061882-393a-e34f-6b7e-3a7c76724c80,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-02-29,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-02-29,2026-02-27,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-179188","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-02-27"
"WhiteCap Resources",24SW000335802,"-","WC-CGY-NXE",00061755-a6a5-3a82-390b-043201f0fd0a,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NUS-PRO-PR,1,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2024-02-29,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-02-29,2026-02-27,"+1 4038172181","awolde@wcap.ca",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-179188","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-02-27"
"WhiteCap Resources",24SW000338644,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,6,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2019-08-08,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-05,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-062283","-","CANADA (CA)","T2P 1G1","3800-525 8 AVE SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338645,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,6,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2019-02-14,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-05,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-053886","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338646,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,6,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2019-04-03,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-04-01,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-055775","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338647,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,5,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2020-01-29,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-05,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-071464","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338648,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,4,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2021-03-15,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-03-14,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-100956","-","CANADA (CA)","T2C 4M4","7007 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 4M4","-"
"WhiteCap Resources",24SW000338649,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,4,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2021-04-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-04-09,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-101937","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338650,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,4,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2021-01-06,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-06,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-097353","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338651,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,4,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2021-01-06,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-06,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-097355","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338652,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-01-10,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-01-09,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-117914","-","CANADA (CA)","T2C 3C2","UNIT 204, BUILDING D - 7007 - 54 ST, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000338653,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-02-23,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-03-22,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-125291","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE,, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000338654,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-06-03,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-04-02,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-130400","-","CANADA (CA)","T2C 3C2","7007 - 54 ST SE 
UNIT 204, BUILDING D, Calgary, AB, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000338655,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-05,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",EXPIRED,2024-03-18,2025-08-04,"-","-",-,-,"SW Only","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-138523","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 3C2","-"
"WhiteCap Resources",24SW000338656,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-05,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-04,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137495","-","CANADA (CA)","T2C 3C2","Unit 204, Building D - 7007 - 54 ST SE, Calgary, Alberta, CANADA (CA), T2C 3C2","2025-08-04"
"WhiteCap Resources",24SW000338657,"-","WC-WEY-NXA",0005c575-5610-8b63-6cd3-3cecef5abbeb,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,3,"Software Only","Shipped",-,-,"6.10.1",NX-SWO,"AHV","-","Calgary",2022-08-09,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-08-08,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137998","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","2025-08-08"
"WhiteCap Resources",24SW000338658,"-","Not Found",Not Found,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCI-PRO-PR,3,"Software Only","Shipped",-,-,"-",NX-SWO,"Not Found","-","Calgary",2022-08-09,Not Found,-,-,-,-,-,"Production: 24x7 service; NBD parts",No Support Contract,2024-03-18,2026-12-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-137249","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, AB, CANADA (CA), T2P 1G1","-"
"WhiteCap Resources",24SW000338659,"-","PRISM.WCAP.CA",8606610f-7ab8-409d-9687-50bedb2cdb1f,"Scott Sefcik","scott.sefcik@nutanix.com",SW-NCM-STR-PR,1,"Software Only","Shipped",-,-,"2024.3.1.7",NX,"Not Found","-","Calgary",2024-03-18,2025-10-23 00:00,-,-,-,-,-,"Production: 24x7 service; NBD parts",Under Support,2024-03-18,2026-04-07,"-","-",-,-,"Revenue - MITF","Americas North Enterprise & Canada","Canada Enterprise/Comm West","Ironclad TEK Inc.","Ingram Micro Canada","-","SO-051013","-","CANADA (CA)","T2P 1G1","3800, 525 - 8th Avenue SW, Calgary, Alberta, CANADA (CA), T2P 1G1","2025-01-05"
