Node UUID,Node Serial Number,Node Model,Node License Mode,Install Location,Cluster Name,Contract Status,Account Name,Account Executive,Account Executive Email,Incumbent Reseller,Incumbent Distributor,Cluster UUID,Block Serial Number,Node Vendor,Model Family,Model Group,BIOS Vendor,BIOS Version,BIOS Revision,BIOS ROM Size (in MiB),BMC Manufacturer,BMC Version,Storage Controller Manufacturer,Storage Controller Part Number,Storage Controller Version,Satadom Device Model,Satadom Version,NIC Manufacturer,NIC Version,NIC Firmware Version,NIC Location,Drive Configuration,SSD Part No,SSD Version,HDD Part No,HDD Version,NVME Part No,NVME Version,M.2 SSD Part No,M.2 SSD Version,M.2 HDD Part No,M.2 HDD Version,CPU Cores,Enabled Core Count,CPU Sockets,CPU Core Count Per Socket,CPU Version,Processor Family,CPU Max Speed,CPU Speed,GPU Vendor,GPU Sub-Vendor,GPU Device,GPU Sub Device,GPU Class,GPU Revision,GPU Slot,No. of GPUs,Total Memory Capacity,Quantity Of Memory Sticks Per Node,Memory Capacity Per Node (in GiB),Used Memory Capacity (in GiB),Available Memory Capacity,Total Storage Capacity,Used Storage Capacity,Available Storage Capacity,Total SSD Capacity,Used SSD Capacity,Available SSD Capacity,Total HDD Capacity,Used HDD Capacity,Available HDD Capacity,No. of SSDs,No. of HDDs,No. of NVMes,No. of M.2 SSDs,No. of M.2 HDDs,VM Count,Hypervisor Type,Hypervisor Version,LCM Version,Install Country,Install Zip,Last Pulse Date,Contract Coverage,Contract Start Date,Prior Contract End Date,Contract End Date,Primary Contact,CVM vCPU,CVM Memory,CVM Uptime,Customer Experience Manager (CXM),Theater,Region,Sub Region
8977f3d2-733d-45f8-aa2d-37e828cc5fcb,"OM226S016473",NX-1175S-G8,NX-SWO,"Calgary","WC-CGY-NXD",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005e704-225b-e742-16fd-3ceceffe1ca0,"22SH5N290314","Nutanix","NX G8",NX-1175S-G8,"American Megatrends International, LLC.","WW20.005",5.22,31.25,"SuperMicro","8.01.09","Broadcom / LSI","SAS3816(A0)","25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","218.0.226.0/pkg 218.0.300.0, 0x800016dc, 1.3082.0","eth0
eth1
eth2
eth3","All SSD","KRM61RUG3T84","0103","-","-","-","-","-","-","-","-","12","12","1","12","Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz","Ice Lake",4500,"3000","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b62","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",502.83,"8","62.85",254.48,248.35,13.86,7.28,6.57,13.97,6.44,8.56,-,0,-,4,-,"0",-,-,15,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C2",2025-10-22,"Production: 24x7 service; NBD parts",2022-08-09,"-",2026-12-07,"ryan.kuffler@wcap.ca",12,32.00 GiB,89 days and 03:17:36,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
8d1da491-c749-4257-9293-ff8173007396,"2M21020DDF",HPE DX385-12 Gen10 Plus,Not Found,"-","WC-CGY-NXB",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",0005bc41-a88b-e6a0-6a7b-9440c9b3e5dc,"2M21020DDF","HPE","DX Gen10 Plus",Unknown,"HPE","A42",2.56,62.50,"HPE","2.71.00","Adaptec",", 836259-001
836266-001","5.00","Not Found","-","Mellanox Technologies(15b3)","23.10-2.1.3","16.32.1010 (MT_0000000416)","eth0
eth1","HDD + SSD","VK003840GWSRV","HPG4","MB012000JWDFD","HPD3","-","-","MR000480GXBGH","HPG1","-","-","32","32","2","16","AMD EPYC 7282 16-Core Processor","Rome",4100,"2800","Matrox Electronics Systems Ltd.","Hewlett Packard Enterprise","MGA G200eH3","iLO5 VGA","Display controller:VGA compatible controller:VGA controller","2","0000:61:00.1","1",881.13,"28","31.47",185.83,695.30,120.82,74.25,46.57,6.98,4.10,3.40,109.14,63.34,53.85,2,10,"0",1,-,4,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",12,40.00 GiB,187 days and 03:04:16,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
903b6afb-c3aa-439a-b003-3ea2aecaebf4,"J105G358",ThinkAgile HX665 V3 CN,Not Found,"-","WC-CGY-NXE",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00061755-a6a5-3a82-390b-043201f0fd0a,"J105G358","Lenovo","HX Genoa",Unknown,"Lenovo","KAE112O-2.11",2.11,31.25,"Lenovo","2.12","-","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4)","1.10.2-218.0.67.0","225.0.151.0/pkg 225.1.103.0","eth0
eth1","All NVMe","-","-","-","-","INTEL SSDPF2KX076T1O","9CV10420","-","-","-","-","64","64","2","32","AMD EPYC 9374F 32-Core Processor","Genoa",4300,"3850","ASPEED Technology, Inc.","ASPEED Technology, Inc.","ASPEED Graphics Family","Subsystem device 2000","Display controller:VGA compatible controller:VGA controller","82","0000:65:00.0","1",1511.02,"24","62.96",1082.77,428.25,94.09,23.58,70.50,No data received in last 24 hours,21.11,-,-,0,-,-,-,"13",-,-,41,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,64.00 GiB,206 days and 16:58:50,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
91ae9687-b7c0-4040-a41b-1ac79b3bfc4b,"WM255S003290",NX-1175S-G9,NX-SWO,"Calgary","WC-SMK-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00063ea0-53a3-de29-49ae-7cc255ed44cb,"25SH5T340006","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW31.001",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",26.07,98.94,6.57,0.00,6.57,No data received in last 24 hours,0.00,-,-,0,-,-,-,"2",-,-,1,"AHV","20230302","-","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-09-03,"-",2028-09-02,"awolde@wcap.ca",8,20.00 GiB,3 days and 16:22:31,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
93b8320f-caba-4671-9342-1b6df1ef63a0,"MXQ2060C32",HPE DX360-4 G10,Not Found,"-","WC-CGY-NXC",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",0005bfe0-8958-715b-6f9b-d4f5ef1b0ce0,"MXQ2060C32","HPE","DX Gen10",Unknown,"HPE","U32",2.62,62.50,"HPE","2.71.00","Adaptec",", 836259-001","5.00","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","2.24.6, 23.10-2.1.3","10.57.2, 14.32.1010 (HP_2690110034)","eth0
eth1
eth2
eth3","All SSD","VO007680JWZJL","HPD4","-","-","-","-","MR000480GXBGH","HPG1","-","-","10","10","1","10","Intel(R) Xeon(R) Gold 5215 CPU @ 2.50GHz, Not Specified","Cascade Lake
Unknown",4000,"2500","Matrox Electronics Systems Ltd.","Hewlett Packard Enterprise","MGA G200eH3","iLO5 VGA","Display controller:VGA compatible controller:VGA controller","2","0000:01:00.1","1",754.71,"12","62.89",328.17,426.54,28.76,17.44,11.32,27.94,14.93,15.07,-,0,-,4,-,"0",1,-,4,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",10,64.00 GiB,187 days and 23:00:11,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
96ac0f95-3203-4403-ad0a-a4d772b85bab,"OM226S016276",NX-1175S-G8,NX-SWO,"Kaybob","WC-KBP-NXB",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005e716-0b5a-1bf7-1c68-3ceceffe1b50,"22SH5N320139","Nutanix","NX G8",NX-1175S-G8,"American Megatrends International, LLC.","WW61.101",5.22,31.25,"SuperMicro","8.02.02","Broadcom / LSI","SAS3816(A0)","25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","231.0.153.0/pkg 231.1.162.1, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","HDD + SSD","KRM61RUG3T84","0105","WDC  WUH721818ALE6L4","PCGNW8C2","-","-","-","-","-","-","16","16","1","16","Intel(R) Xeon(R) Gold 6326 CPU @ 2.90GHz","Ice Lake",4500,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b62","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",502.83,"8","62.85",167.54,335.29,41.29,2.04,39.25,6.98,1.84,5.66,32.74,0.01,35.15,2,2,"0",-,-,6,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2022-08-09,"2025-08-07",2026-08-07,"ryan.kuffler@wcap.ca",14,40.00 GiB,206 days and 03:15:29,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
9e44a86b-24e2-4a56-94e8-fe1e2057e9c4,"WM241S008024",NX-1175S-G9,NX-SWO,"Calgary","WC-FOS-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",000619ff-ccac-366c-26f0-7cc255e24fc9,"24SH5T130075","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW31.001",5.32,31.25,"SuperMicro","1.01.05","Intel Corporation","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","231.0.153.0/pkg 231.1.162.1, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL23T8HCLS-00A07","GDC5A02Q","-","-","-","-","8","8","1","8","Intel(R) Xeon(R) Gold 5415+","Sapphire Rapids",4200,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",250.92,"4","62.73",67.28,183.64,6.57,1.54,5.03,No data received in last 24 hours,1.40,-,-,0,-,-,-,"2",-,-,4,"AHV","20230302","3.1.1.62004","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2024-04-16,"-",2027-04-15,"awolde@wcap.ca",8,32.00 GiB,206 days and 21:29:32,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
a1a63989-df13-49cb-ae8b-55ce248aa607,"WM241S008096",NX-1175S-G9,NX-SWO,"Calgary","WC-FOS-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",000619ff-ccac-366c-26f0-7cc255e24fc9,"24SH5T130073","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW31.001",5.32,31.25,"SuperMicro","1.01.05","Intel Corporation","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","231.0.153.0/pkg 231.1.162.1, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL23T8HCLS-00A07","GDC5A02Q","-","-","-","-","8","8","1","8","Intel(R) Xeon(R) Gold 5415+","Sapphire Rapids",4200,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",250.92,"4","62.73",51.03,199.88,6.57,0.84,5.73,No data received in last 24 hours,0.77,-,-,0,-,-,-,"2",-,-,2,"AHV","20230302","3.1.1.62004","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2024-04-16,"-",2027-04-15,"awolde@wcap.ca",8,32.00 GiB,206 days and 21:25:32,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
a2e18876-a117-4368-9e35-1810e181317f,"OM212S028937",NX-1175S-G7,NX-SWO,"Weyburn","WC-WEY-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005c575-5610-8b63-6cd3-3cecef5abbeb,"21FM5E140100","Nutanix","NX G7",NX-1175S-G7,"American Megatrends Inc.","PW60.001",5.14,31.25,"SuperMicro","7.11.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.19.9, 2.24.6","0x800006d1, 255.65535.255, 5.15 0x800027e2 1.2829.0","eth0
eth1
eth2
eth3","HDD + SSD","INTEL SSDSC2KB038T8","XCV10135","ST8000NM000A-2KE101","SN03","-","-","Micron_5300_MTFDDAV240TDS","D3MU001","-","-","12","12","1","12","Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz","Cascade Lake",4500,"2400","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0953","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",375.89,"6","62.65",211.38,164.51,21.51,9.35,12.15,6.98,4.85,2.65,14.55,3.65,11.97,2,2,"0",1,-,12,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2021-04-09,"2025-04-08",2026-04-07,"ryan.kuffler@wcap.ca",12,28.00 GiB,88 days and 03:41:58,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
a56a13e7-76bc-42fc-a8cd-fbfbf70c6b98,"J105G35H",ThinkAgile HX665 V3 CN,Not Found,"-","WC-CGY-NXF",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00061882-393a-e34f-6b7e-3a7c76724c80,"J105G35H","Lenovo","HX Genoa",Unknown,"Lenovo","KAE112O-2.11",2.11,31.25,"Lenovo","2.12","-","-","-","Not Found","-","Mellanox Technologies(15b3)","23.10-2.1.3","26.35.1012 (LNV0000000037)","eth0
eth1","All NVMe","-","-","-","-","Micron_7450_MTFDKCB1T9TFR","E2MU200","-","-","-","-","64","64","2","32","AMD EPYC 9354 32-Core Processor","Genoa",3800,"3250","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Technology, Inc.
NVIDIA Corporation","ASPEED Graphics Family
GA107GL [A2 / A16]","Subsystem device 0000
Subsystem device 14a9
Subsystem device 2000","Display controller:3D controller
Display controller:VGA compatible controller:VGA controller","161
82","0000:45:00.0
0000:45:00.4
0000:45:00.5
0000:45:00.6
0000:45:00.7
0000:45:01.0
0000:45:01.1
0000:45:01.2
0000:45:01.3
0000:45:01.4
0000:45:01.5
0000:45:01.6
0000:45:01.7
0000:45:02.0
0000:45:02.1
0000:45:02.2
0000:45:02.3
0000:46:00.0
0000:46:00.4
0000:46:00.5
0000:46:00.6
0000:46:00.7
0000:46:01.0
0000:46:01.1
0000:46:01.2
0000:46:01.3
0000:46:01.4
0000:46:01.5
0000:46:01.6
0000:46:01.7
0000:46:02.0
0000:46:02.1
0000:46:02.2
0000:46:02.3
0000:47:00.0
0000:47:00.4
0000:47:00.5
0000:47:00.6
0000:47:00.7
0000:47:01.0
0000:47:01.1
0000:47:01.2
0000:47:01.3
0000:47:01.4
0000:47:01.5
0000:47:01.6
0000:47:01.7
0000:47:02.0
0000:47:02.1
0000:47:02.2
0000:47:02.3
0000:48:00.0
0000:48:00.4
0000:48:00.5
0000:48:00.6
0000:48:00.7
0000:48:01.0
0000:48:01.1
0000:48:01.2
0000:48:01.3
0000:48:01.4
0000:48:01.5
0000:48:01.6
0000:48:01.7
0000:48:02.0
0000:48:02.1
0000:48:02.2
0000:48:02.3
0000:65:00.0","69",755.01,"24","31.46",318.20,436.81,27.38,8.28,19.10,No data received in last 24 hours,7.64,-,-,0,-,-,-,"2",-,-,3,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,64.00 GiB,20 days and 16:03:26,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
a5aecebc-ebbe-4bfd-b3a6-9b6b6d8139f6,"i-059edfa6d013c190a",AWS.i3en.metal,Not Found,"-","DR-AWS-NXA",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00062138-280a-23fc-d265-1cc0ae5e57ab,"i-059edfa6d013c190a","Not Found","Unknown",Unknown,"-","-",-,-,"-","-","-","-","-","Not Found","-","-","-","-","Not Found","Not Found","-","-","-","-","-","-","-","-","-","-","48","0","2","24","-","Not Found",-,"0","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","0",755.02,"0","0.00",120.99,634.03,56.15,25.93,30.22,No data received in last 24 hours,23.08,-,-,0,-,-,-,"0",-,-,10,"AHV","10","3.1.1.62004","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,48.00 GiB,190 days and 06:32:07,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
b0e36c96-283d-4203-ae1b-03a47e8a2d5f,"WM253S001061",NX-1175S-G9,NX-SWO,"Calgary","WC-GCK-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00063e9d-48cc-f8c3-5293-7cc255ec2d38,"25SH5T280099","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW31.001",5.32,31.25,"SuperMicro","1.01.5","Intel Corporation","-","-","Not Found","-","Intel Corporation(8086), Mellanox Technologies(15b3)","5.19.9, 23.10-2.1.3","0x8000172d, 1.3429.0, 26.39.3004 (MT_0000000575)","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","KIOXIA KCD8XRUG3T84","0105","-","-","-","-","8","8","1","8","INTEL(R) XEON(R) SILVER 4509Y","Not Found",4200,"2600","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",125.01,"4","31.25",70.42,54.59,6.57,0.06,6.51,No data received in last 24 hours,0.06,-,-,0,-,-,-,"2",-,-,2,"AHV","20230302","-","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2025-07-24,"-",2028-07-23,"awolde@wcap.ca",8,32.00 GiB,55 days and 16:46:26,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
b138a067-b526-46f5-84d2-b7f6dd4fa1d0,"OM225S042714",NX-1175S-G8,NX-SWO,"Calgary","WC-CGY-NXD",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0005e704-225b-e742-16fd-3ceceffe1ca0,"22SH5N290276","Nutanix","NX G8",NX-1175S-G8,"American Megatrends International, LLC.","WW20.005",5.22,31.25,"SuperMicro","8.01.09","Broadcom / LSI","SAS3816(A0)","25.00.00.01","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","218.0.226.0/pkg 218.0.300.0, 0x800016dc, 1.3082.0","eth0
eth1
eth2
eth3","All SSD","KRM61RUG3T84","0103","-","-","-","-","-","-","-","-","12","12","1","12","Intel(R) Xeon(R) Gold 5317 CPU @ 3.00GHz","Ice Lake",4500,"3000","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1b62","Display controller:VGA compatible controller:VGA controller","82","0000:04:00.0","1",502.83,"8","62.85",160.58,342.25,13.84,7.25,6.59,13.97,6.54,8.46,-,0,-,4,-,"0",-,-,8,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2C 3C2",2025-10-22,"Production: 24x7 service; NBD parts",2022-08-09,"-",2026-12-07,"ryan.kuffler@wcap.ca",12,32.00 GiB,89 days and 03:35:47,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
b92dab43-cb07-4fb4-ae1a-94708557e61b,"WM241S004139",NX-1175S-G9,NX-SWO,"Calgary","WC-EST-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",00061972-1b06-3393-1190-7cc255e1e208,"24SH5T130247","Nutanix","NX G9",NX-1175S-G9,"American Megatrends International, LLC.","EW10.201",5.31,31.25,"SuperMicro","1.00.10","Intel Corporation","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4), Intel Corporation(8086)","1.10.2-226.0.141.0, 5.19.9","223.0.161.0/pkg 223.1.96.0, 0x8000172d, 1.3429.0","eth0
eth1
eth2
eth3","All NVMe","-","-","-","-","SAMSUNG MZQL23T8HCLS-00A07","GDC5A02Q","-","-","-","-","8","8","1","8","Intel(R) Xeon(R) Gold 5415+","Sapphire Rapids",4000,"2900","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 1c51","Display controller:VGA compatible controller:VGA controller","82","0000:03:00.0","1",250.92,"4","62.73",59.14,191.78,6.57,0.16,6.42,No data received in last 24 hours,0.14,-,-,0,-,-,-,"2",-,-,3,"AHV","20230302","3.1.1.62004","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2024-04-12,"-",2027-04-11,"awolde@wcap.ca",8,32.00 GiB,207 days and 14:12:36,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
c14892ee-0932-4df3-82ba-4f7fcdbde7b4,"WM22BS018962",NX-1120S-G7,NX-SWO,"Calgary","WC-BUT-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Long View Systems - Canada","Ingram Micro Canada",000619c2-e438-a495-7e41-3cecefdb38c5,"24SH5G120062","Nutanix","NX G7",NX-1120S-G7,"American Megatrends Inc.","PV50.001",5.14,31.25,"SuperMicro","7.11.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.16.3, 2.24.6","1.63, 0x800009fa, 6.00 0x80003fc6 1.3353.0","eth0
eth1
eth2
eth3
eth4
eth5
eth6
eth7","All SSD","SAMSUNG MZ7L31T9HBLT-00A07","JXTC404Q","-","-","-","-","INTEL SSDSCKKB240GZ","7CV10111","-","-","8","8","1","8","Intel(R) Xeon(R) D-2146NT CPU @ 2.30GHz","Sky Lake D",4000,"2300","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0986","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",250.88,"4","62.72",79.28,171.61,3.04,0.24,2.80,3.49,0.22,3.53,-,0,-,2,-,"0",1,-,3,"AHV","20230302","3.2.1.71663","CANADA (CA)","T2P 1G1",2025-10-22,"Production: 24x7 service; NBD parts",2024-04-16,"-",2027-04-15,"awolde@wcap.ca",8,32.00 GiB,107 days and 16:58:44,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
c2c818e2-d56b-4d0a-837b-93e66eb7da29,"J105G359",ThinkAgile HX665 V3 CN,Not Found,"-","WC-CGY-NXE",Not Found,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Not Found","Not Found",00061755-a6a5-3a82-390b-043201f0fd0a,"J105G359","Lenovo","HX Genoa",Unknown,"Lenovo","KAE112O-2.11",2.11,31.25,"Lenovo","2.12","-","-","-","Not Found","-","Broadcom Inc. and subsidiaries(14e4)","1.10.2-218.0.67.0","225.0.151.0/pkg 225.1.103.0","eth0
eth1","All NVMe","-","-","-","-","INTEL SSDPF2KX076T1O","9CV10420","-","-","-","-","64","64","2","32","AMD EPYC 9374F 32-Core Processor","Genoa",4300,"3850","ASPEED Technology, Inc.","ASPEED Technology, Inc.","ASPEED Graphics Family","Subsystem device 2000","Display controller:VGA compatible controller:VGA controller","82","0000:65:00.0","1",1511.02,"24","62.96",1140.71,370.30,94.09,21.56,72.54,No data received in last 24 hours,19.55,-,-,0,-,-,-,"13",-,-,45,"AHV","20230302","3.2.1.71663","Not Found","Not Found",2025-10-22,"-",-,"-",-,"-",16,64.00 GiB,206 days and 17:00:47,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
c5be7be4-ea8c-484e-9be1-00d8a88ba852,"WM228S010458",NX-1120S-G7,NX-SWO,"Wapiti","WC-WAP-NXA",Under Support,"WhiteCap Resources","Scott Sefcik","scott.sefcik@nutanix.com","Ironclad TEK Inc.","Ingram Micro Canada",0006051a-66b0-8597-37b6-3cecefd475d3,"23SH5G300466","Nutanix","NX G7",NX-1120S-G7,"American Megatrends Inc.","PV50.001",5.14,31.25,"SuperMicro","7.11.00","Broadcom / LSI","SAS3008(C0)","16.00.10.00","Not Found","-","Intel Corporation(8086), Intel Corporation(8086)","5.16.3, 2.24.6","1.63, 0x800009fa, 5.50 0x80003351 1.3082.0","eth0
eth1
eth2
eth3
eth4
eth5
eth6
eth7","All SSD","SAMSUNG MZ7L31T9HBLT-00A07","JXTC304Q","-","-","-","-","INTEL SSDSCKKB240GZ","7CV10111","-","-","8","8","1","8","Intel(R) Xeon(R) D-2146NT CPU @ 2.30GHz","Sky Lake D",4000,"2300","ASPEED Technology, Inc.","Super Micro Computer Inc","ASPEED Graphics Family","Subsystem device 0986","Display controller:VGA compatible controller:VGA controller","65","0000:03:00.0","1",250.88,"4","62.72",79.28,171.60,3.04,0.29,2.76,3.49,0.26,3.49,-,0,-,2,-,"0",1,-,3,"AHV","20230302","3.2.1.71663","CANADA (CA)","Not Found",2025-10-22,"Production: 24x7 service; NBD parts",2023-08-08,"-",2026-08-07,"awolde@wcap.ca",8,32.00 GiB,188 days and 07:22:33,"-","Americas","Americas North Enterprise & Canada","Canada Enterprise/Comm West"
